name,id_name,2024-06-18,2024-07-03,2024-08-26,2024-09-27,2024-10-21
Alpaca (7B),alpaca-unknown-unknown-unknown-unknown-7-unknown-unknown-false,0.2599999999999999,0.2599999999999999,0.2599999999999999,0.21,0.21
Nous Capybara v1.9 (7B),capybara-unknown-unknown-1.9-unknown-7-unknown-unknown-false,0.2599999999999999,0.2599999999999999,0.2599999999999999,0.21,0.21
Chat GPT 3.5 Turbo,chatgpt-unknown-turbo-3.5-unknown-unknown-unknown-unknown-false,,,,3.15,3.15
Claude 3 Haiku,claude-haiku-unknown-3-unknown-unknown-unknown-unknown-false,0.325,0.325,0.325,0.2599999999999999,0.2599999999999999
Claude 3 Opus,claude-opus-unknown-3-unknown-unknown-unknown-unknown-false,19.5,19.5,19.5,15.75,15.75
Claude 3 Sonnet,claude-sonnet-unknown-3-unknown-unknown-unknown-unknown-false,3.9,3.9,3.9,3.15,3.15
Claude 3.5 Sonnet 20241022,claude-sonnet-unknown-3.5-20241022-unknown-unknown-unknown-false,,,,3.15,3.15
Claude 3.5 Sonnet,claude-sonnet-unknown-3.5-unknown-unknown-unknown-unknown-false,,,3.9,3.15,3.15
CodeGen2 (16B),codegen-unknown-unknown-unknown-unknown-16-unknown-unknown-false,,0.39,0.39,0.21,0.21
CodeGen2 (7B),codegen-unknown-unknown-unknown-unknown-7-unknown-unknown-false,,0.2599999999999999,0.2599999999999999,0.21,0.21
Phind Code LLaMA v2 (34B),codellama-phind-unknown-2-unknown-34-unknown-unknown-false,1.0399999999999998,1.0399999999999998,1.0399999999999998,0.8400000000000001,0.8400000000000001
Code Llama Instruct (13B),codellama-unknown-unknown-unknown-unknown-13-unknown-instruct-false,0.39,0.39,0.39,0.23,0.23
Code Llama Python (13B),codellama-unknown-unknown-unknown-unknown-13-unknown-python-false,0.39,0.39,0.39,0.23,0.23
Code Llama Instruct (34B),codellama-unknown-unknown-unknown-unknown-34-unknown-instruct-false,1.0399999999999998,1.0399999999999998,1.0399999999999998,0.82,0.82
Code Llama Python (34B),codellama-unknown-unknown-unknown-unknown-34-unknown-python-false,1.0399999999999998,1.0399999999999998,1.0399999999999998,0.82,0.82
Code Llama Instruct (7B),codellama-unknown-unknown-unknown-unknown-7-unknown-instruct-false,0.2599999999999999,0.2599999999999999,0.2599999999999999,0.21,0.21
Code Llama Python (7B),codellama-unknown-unknown-unknown-unknown-7-unknown-python-false,0.2599999999999999,0.2599999999999999,0.2599999999999999,0.21,0.21
Code Llama Instruct (70B),codellama-unknown-unknown-unknown-unknown-70-unknown-instruct-false,,1.17,1.17,0.94,0.94
Code Llama Python (70B),codellama-unknown-unknown-unknown-unknown-70-unknown-python-false,,1.17,1.17,0.94,0.94
Code Llama (70B),codellama-unknown-unknown-unknown-unknown-70-unknown-unknown-false,,1.17,1.17,0.94,0.94
DBRX Instruct,dbrx-unknown-unknown-unknown-unknown-unknown-unknown-instruct-false,,,,1.26,1.26
Deepseek Coder Instruct (33B),deepseek-unknown-instruct-unknown-33-unknown-unknown-unknown-false,1.0399999999999998,1.0399999999999998,1.0399999999999998,0.8400000000000001,0.8400000000000001
Deepseek-LLM-67b-Chat,deepseek-unknown-unknown-unknown-unknown-67-unknown-chat-false,1.0399999999999998,1.0399999999999998,1.0399999999999998,0.94,0.94
DiscoLM Mixtral 8x7b (46.7B),discolm-mixtral-unknown-unknown-unknown-8x7-unknown-unknown-false,,,,0.63,0.63
Dolly v2 (12B),dolly-unknown-unknown-2-unknown-12-unknown-unknown-false,0.39,0.39,0.39,0.32,0.32
Dolly v2 (3B),dolly-unknown-unknown-2-unknown-3-unknown-unknown-false,,,,0.11,0.11
Dolly v2 (7B),dolly-unknown-unknown-2-unknown-7-unknown-unknown-false,,,,0.21,0.21
Dolphin-2.5-Mixtral-8x7b,dolphin-mixtral-unknown-2.5-unknown-8x7-unknown-unknown-false,1.17,1.17,1.17,0.63,0.63
Evo-1 8k Base,evo-base-unknown-1-unknown-unknown-8-unknown-false,,0.1299999999999999,0.1299999999999999,0.1299999999999999,0.1299999999999999
Falcon Instruct (40B),falcon-instruct-unknown-unknown-unknown-40-unknown-unknown-false,1.0399999999999998,1.0399999999999998,1.0399999999999998,0.8400000000000001,0.8400000000000001
Falcon Instruct (7B),falcon-instruct-unknown-unknown-unknown-7-unknown-unknown-false,0.2599999999999999,0.2599999999999999,0.2599999999999999,0.21,0.21
Falcon (40B),falcon-unknown-unknown-unknown-unknown-40-unknown-unknown-false,1.0399999999999998,1.0399999999999998,1.0399999999999998,0.8400000000000001,0.8400000000000001
Falcon (7B),falcon-unknown-unknown-unknown-unknown-7-unknown-unknown-false,0.2599999999999999,0.2599999999999999,0.2599999999999999,0.21,0.21
FLAN T5,flan-t5-unknown-unknown-unknown-unknown-unknown-unknown-false,0.1299999999999999,0.1299999999999999,0.1299999999999999,0.1299999999999999,0.1299999999999999
FLAN T5 XL (3B),flan-t5-xl-unknown-unknown-3-unknown-unknown-false,,0.1299999999999999,0.1299999999999999,0.11,0.11
